Artist,Song,Text
Drake,Perfect (2016),An upbeat track that gets everyone dancing.
Beyoncé,"Thank U, Next (2012)",A reflective piece about life and its twists.
Billie Eilish,Perfect (2007),A soulful ballad with an unforgettable hook.
Harry Styles,Watermelon Sugar (2015),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Uptown Funk (2005),A reflective piece about life and its twists.
Harry Styles,"Thank U, Next (2024)",An upbeat track that gets everyone dancing.
Adele,Watermelon Sugar (2015),A reflective piece about life and its twists.
Drake,Bad Guy (2003),An upbeat track that gets everyone dancing.
Beyoncé,Crazy in Love (2001),An upbeat track that gets everyone dancing.
Ed Sheeran,Hello (2017),A soulful ballad with an unforgettable hook.
Beyoncé,Watermelon Sugar (2009),An upbeat track that gets everyone dancing.
Adele,Crazy in Love (2000),A reflective piece about life and its twists.
Ariana Grande,Crazy in Love (2003),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Hotline Bling (2001),A reflective piece about life and its twists.
The Weeknd,Hello (2007),A reflective piece about life and its twists.
Adele,Bad Guy (2001),A reflective piece about life and its twists.
Bruno Mars,Love Story (2003),A soulful ballad with an unforgettable hook.
Drake,Hotline Bling (2001),An upbeat track that gets everyone dancing.
Adele,Watermelon Sugar (2021),A catchy tune that dominates the charts.
Harry Styles,Crazy in Love (2015),A catchy tune that dominates the charts.
The Weeknd,Blinding Lights (2007),A reflective piece about life and its twists.
Harry Styles,Watermelon Sugar (2012),A catchy tune that dominates the charts.
Drake,Love Story (2017),A catchy tune that dominates the charts.
Drake,Hello (2023),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,"Thank U, Next (2015)",A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Hotline Bling (2024),An upbeat track that gets everyone dancing.
Billie Eilish,Bad Guy (2014),A soulful ballad with an unforgettable hook.
Ariana Grande,Hotline Bling (2001),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Uptown Funk (2000),A soulful ballad with an unforgettable hook.
Adele,Crazy in Love (2000),An upbeat track that gets everyone dancing.
Billie Eilish,Love Story (2000),A reflective piece about life and its twists.
Drake,Love Story (2002),A soulful ballad with an unforgettable hook.
The Weeknd,Love Story (2010),A reflective piece about life and its twists.
Beyoncé,Love Story (2011),An upbeat track that gets everyone dancing.
Ed Sheeran,"Thank U, Next (2007)",A catchy tune that dominates the charts.
Ariana Grande,Bad Guy (2010),A catchy tune that dominates the charts.
Bruno Mars,Uptown Funk (2001),A catchy tune that dominates the charts.
Taylor Swift,Hotline Bling (2000),A catchy tune that dominates the charts.
Adele,Hello (2021),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Uptown Funk (2003),A catchy tune that dominates the charts.
Beyoncé,Perfect (2000),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Bad Guy (2007),A catchy tune that dominates the charts.
Beyoncé,Blinding Lights (2013),A catchy tune that dominates the charts.
Bruno Mars,Uptown Funk (2018),An upbeat track that gets everyone dancing.
Ariana Grande,Hello (2024),A reflective piece about life and its twists.
Billie Eilish,Crazy in Love (2015),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Perfect (2008),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Blinding Lights (2013),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Perfect (2010),An upbeat track that gets everyone dancing.
Harry Styles,Watermelon Sugar (2013),A soulful ballad with an unforgettable hook.
Ariana Grande,Watermelon Sugar (2001),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Bad Guy (2023),A catchy tune that dominates the charts.
Taylor Swift,Watermelon Sugar (2006),A catchy tune that dominates the charts.
Billie Eilish,Perfect (2021),A catchy tune that dominates the charts.
Adele,Bad Guy (2023),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Bad Guy (2001),An upbeat track that gets everyone dancing.
Ariana Grande,Blinding Lights (2005),An upbeat track that gets everyone dancing.
Beyoncé,Uptown Funk (2018),A catchy tune that dominates the charts.
Billie Eilish,Uptown Funk (2003),An upbeat track that gets everyone dancing.
Ed Sheeran,Uptown Funk (2018),A soulful ballad with an unforgettable hook.
The Weeknd,Bad Guy (2009),An upbeat track that gets everyone dancing.
Harry Styles,Bad Guy (2001),A catchy tune that dominates the charts.
Taylor Swift,Hotline Bling (2017),A reflective piece about life and its twists.
Harry Styles,Uptown Funk (2002),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Hotline Bling (2011),An upbeat track that gets everyone dancing.
Harry Styles,Love Story (2020),An upbeat track that gets everyone dancing.
Harry Styles,Crazy in Love (2015),An upbeat track that gets everyone dancing.
Billie Eilish,Crazy in Love (2007),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Uptown Funk (2016),A soulful ballad with an unforgettable hook.
The Weeknd,Crazy in Love (2010),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Bad Guy (2019),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Crazy in Love (2002),A catchy tune that dominates the charts.
Adele,Hello (2003),A reflective piece about life and its twists.
Taylor Swift,Hello (2016),A soulful ballad with an unforgettable hook.
Billie Eilish,Love Story (2003),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Love Story (2010),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Perfect (2011),A reflective piece about life and its twists.
Ariana Grande,Uptown Funk (2013),A catchy tune that dominates the charts.
Drake,Watermelon Sugar (2016),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Watermelon Sugar (2016),A soulful ballad with an unforgettable hook.
Taylor Swift,Bad Guy (2006),A soulful ballad with an unforgettable hook.
Billie Eilish,Perfect (2018),A catchy tune that dominates the charts.
Harry Styles,"Thank U, Next (2001)",A reflective piece about life and its twists.
Taylor Swift,Crazy in Love (2023),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Love Story (2024),A soulful ballad with an unforgettable hook.
Billie Eilish,Watermelon Sugar (2002),A catchy tune that dominates the charts.
Beyoncé,Hotline Bling (2006),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Crazy in Love (2016),A catchy tune that dominates the charts.
Harry Styles,Crazy in Love (2019),An upbeat track that gets everyone dancing.
Bruno Mars,Crazy in Love (2017),A beautiful melody with heartfelt lyrics about love.
Drake,Hotline Bling (2022),A catchy tune that dominates the charts.
Adele,Crazy in Love (2012),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Blinding Lights (2013),An upbeat track that gets everyone dancing.
Ariana Grande,Crazy in Love (2020),An upbeat track that gets everyone dancing.
Harry Styles,Watermelon Sugar (2003),An upbeat track that gets everyone dancing.
Billie Eilish,"Thank U, Next (2007)",An upbeat track that gets everyone dancing.
Bruno Mars,Hotline Bling (2001),A reflective piece about life and its twists.
The Weeknd,Perfect (2000),A soulful ballad with an unforgettable hook.
The Weeknd,Crazy in Love (2022),An upbeat track that gets everyone dancing.
Taylor Swift,Love Story (2008),An upbeat track that gets everyone dancing.
Beyoncé,Perfect (2002),A reflective piece about life and its twists.
The Weeknd,Hello (2007),A catchy tune that dominates the charts.
Ed Sheeran,Perfect (2024),A soulful ballad with an unforgettable hook.
Beyoncé,Uptown Funk (2020),A catchy tune that dominates the charts.
Ariana Grande,Bad Guy (2007),A catchy tune that dominates the charts.
Ed Sheeran,Love Story (2002),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Uptown Funk (2012),A beautiful melody with heartfelt lyrics about love.
Ariana Grande,Hello (2010),An upbeat track that gets everyone dancing.
Adele,Crazy in Love (2016),A reflective piece about life and its twists.
Ed Sheeran,Hello (2012),A reflective piece about life and its twists.
Ed Sheeran,Watermelon Sugar (2019),An upbeat track that gets everyone dancing.
Ariana Grande,Love Story (2017),An upbeat track that gets everyone dancing.
Adele,"Thank U, Next (2022)",A beautiful melody with heartfelt lyrics about love.
Adele,Hello (2009),An upbeat track that gets everyone dancing.
Billie Eilish,Uptown Funk (2009),A catchy tune that dominates the charts.
Bruno Mars,Hello (2006),A beautiful melody with heartfelt lyrics about love.
Ed Sheeran,Love Story (2022),A beautiful melody with heartfelt lyrics about love.
Harry Styles,Hello (2010),A catchy tune that dominates the charts.
Beyoncé,"Thank U, Next (2024)",A soulful ballad with an unforgettable hook.
Bruno Mars,Bad Guy (2023),A reflective piece about life and its twists.
The Weeknd,Crazy in Love (2021),A soulful ballad with an unforgettable hook.
The Weeknd,Watermelon Sugar (2005),A catchy tune that dominates the charts.
Adele,Perfect (2011),A soulful ballad with an unforgettable hook.
Bruno Mars,Crazy in Love (2014),A soulful ballad with an unforgettable hook.
Drake,Uptown Funk (2003),A catchy tune that dominates the charts.
Taylor Swift,Hello (2024),A soulful ballad with an unforgettable hook.
The Weeknd,Watermelon Sugar (2000),A reflective piece about life and its twists.
Ed Sheeran,"Thank U, Next (2008)",A catchy tune that dominates the charts.
Ariana Grande,Hotline Bling (2023),A catchy tune that dominates the charts.
Ed Sheeran,Hello (2006),A catchy tune that dominates the charts.
Taylor Swift,Watermelon Sugar (2021),A catchy tune that dominates the charts.
Drake,Blinding Lights (2022),A catchy tune that dominates the charts.
The Weeknd,"Thank U, Next (2018)",A reflective piece about life and its twists.
Drake,Blinding Lights (2019),A catchy tune that dominates the charts.
The Weeknd,Bad Guy (2017),A beautiful melody with heartfelt lyrics about love.
Adele,Love Story (2002),A catchy tune that dominates the charts.
The Weeknd,Bad Guy (2017),A soulful ballad with an unforgettable hook.
Billie Eilish,Bad Guy (2021),A reflective piece about life and its twists.
Taylor Swift,Crazy in Love (2007),A beautiful melody with heartfelt lyrics about love.
Billie Eilish,Hello (2020),A catchy tune that dominates the charts.
Ed Sheeran,Hotline Bling (2003),A reflective piece about life and its twists.
The Weeknd,Crazy in Love (2016),A beautiful melody with heartfelt lyrics about love.
Taylor Swift,Love Story (2020),A soulful ballad with an unforgettable hook.
Beyoncé,"Thank U, Next (2011)",An upbeat track that gets everyone dancing.
Harry Styles,Crazy in Love (2008),A reflective piece about life and its twists.
Ariana Grande,Blinding Lights (2002),A reflective piece about life and its twists.
Ed Sheeran,Watermelon Sugar (2019),A soulful ballad with an unforgettable hook.
Beyoncé,Perfect (2016),A catchy tune that dominates the charts.
Adele,Love Story (2017),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Crazy in Love (2013),A soulful ballad with an unforgettable hook.
Drake,Watermelon Sugar (2015),A catchy tune that dominates the charts.
Billie Eilish,Uptown Funk (2014),A soulful ballad with an unforgettable hook.
Harry Styles,Hello (2000),An upbeat track that gets everyone dancing.
Adele,Uptown Funk (2013),An upbeat track that gets everyone dancing.
Ed Sheeran,Love Story (2004),A catchy tune that dominates the charts.
The Weeknd,Bad Guy (2018),An upbeat track that gets everyone dancing.
Ed Sheeran,Uptown Funk (2021),A reflective piece about life and its twists.
Ed Sheeran,"Thank U, Next (2008)",A catchy tune that dominates the charts.
The Weeknd,"Thank U, Next (2007)",A reflective piece about life and its twists.
Ed Sheeran,Uptown Funk (2006),An upbeat track that gets everyone dancing.
Drake,Hotline Bling (2021),A catchy tune that dominates the charts.
Harry Styles,"Thank U, Next (2001)",A catchy tune that dominates the charts.
Drake,Bad Guy (2019),A beautiful melody with heartfelt lyrics about love.
Adele,Perfect (2013),A soulful ballad with an unforgettable hook.
Bruno Mars,Love Story (2012),A soulful ballad with an unforgettable hook.
Harry Styles,Hello (2021),A soulful ballad with an unforgettable hook.
Taylor Swift,Bad Guy (2012),A soulful ballad with an unforgettable hook.
Adele,Uptown Funk (2000),A soulful ballad with an unforgettable hook.
Harry Styles,Hello (2018),A beautiful melody with heartfelt lyrics about love.
The Weeknd,Hotline Bling (2012),A soulful ballad with an unforgettable hook.
Drake,Perfect (2020),An upbeat track that gets everyone dancing.
The Weeknd,Watermelon Sugar (2000),An upbeat track that gets everyone dancing.
Ed Sheeran,Uptown Funk (2004),A catchy tune that dominates the charts.
Bruno Mars,Watermelon Sugar (2008),A beautiful melody with heartfelt lyrics about love.
Bruno Mars,Crazy in Love (2010),A beautiful melody with heartfelt lyrics about love.
Beyoncé,Blinding Lights (2021),A catchy tune that dominates the charts.
Billie Eilish,Watermelon Sugar (2003),A soulful ballad with an unforgettable hook.
Ed Sheeran,Crazy in Love (2008),A catchy tune that dominates the charts.
Drake,"Thank U, Next (2014)",A catchy tune that dominates the charts.
Bruno Mars,Uptown Funk (2023),A catchy tune that dominates the charts.
Billie Eilish,Crazy in Love (2018),A soulful ballad with an unforgettable hook.
Adele,Hotline Bling (2024),An upbeat track that gets everyone dancing.
Ariana Grande,Bad Guy (2005),An upbeat track that gets everyone dancing.
Billie Eilish,Bad Guy (2010),A reflective piece about life and its twists.
Beyoncé,Love Story (2023),A catchy tune that dominates the charts.
Adele,Perfect (2014),A reflective piece about life and its twists.
